,ID,AGE,Ethnicity,Married,Family Size,Education1,Education2,Income,Language,Education,Coffee,Hot Tea,Iced Tea,Egg Salad,Pickles,Corned Beef
6098,37225.0,82.0,3,1,2,0,4,7,1,4,8.0,1.0,1.0,8.0,4.0,4.0
6099,37226.0,14.0,4,5,4,7,0,5,1,7,1.0,1.0,1.0,1.0,6.0,9.0
6100,37227.0,14.0,1,5,6,8,0,8,1,8,1.0,1.0,1.0,1.0,2.0,4.0
6101,37228.0,28.0,1,1,5,0,4,11,1,4,1.0,1.0,1.0,1.0,5.0,1.0
6102,37229.0,15.0,4,5,6,8,0,9,1,8,1.0,1.0,1.0,1.0,1.0,8.0
6103,37230.0,10.0,3,0,6,3,0,7,1,3,1.0,1.0,1.0,1.0,1.0,1.0
6104,37231.0,12.0,4,0,4,6,0,11,1,6,1.0,1.0,2.0,1.0,4.0,4.0
6106,37233.0,27.0,3,1,2,0,3,9,1,3,3.0,3.0,5.0,3.0,8.0,3.0
6107,37234.0,19.0,1,6,3,9,0,6,2,9,5.0,3.0,2.0,5.0,5.0,1.0
6108,37235.0,16.0,4,5,5,10,0,9,1,10,3.0,4.0,8.0,3.0,5.0,6.0
6109,37236.0,78.0,2,2,6,0,1,12,2,1,7.0,7.0,1.0,7.0,1.0,1.0
6110,37237.0,14.0,3,5,3,8,0,3,1,8,1.0,1.0,3.0,1.0,4.0,1.0
6112,37239.0,20.0,1,5,3,0,3,11,1,3,1.0,1.0,1.0,1.0,4.0,7.0
6114,37241.0,57.0,3,1,2,0,5,11,1,5,3.0,2.0,3.0,3.0,4.0,1.0
6116,37243.0,64.0,3,1,2,0,3,11,1,3,8.0,2.0,1.0,8.0,2.0,2.0
6118,37245.0,17.0,4,5,2,11,0,8,1,11,1.0,1.0,3.0,1.0,2.0,1.0
6120,37247.0,11.0,4,0,5,5,0,5,1,5,10.0,1.0,1.0,10.0,1.0,6.0
6121,37248.0,67.0,4,1,2,0,5,11,1,5,8.0,3.0,3.0,8.0,2.0,7.0
6122,37249.0,2.0,3,0,3,0,0,9,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6123,37250.0,33.0,3,3,1,0,4,6,1,4,8.0,3.0,3.0,8.0,4.0,3.0
6125,37252.0,78.0,3,1,2,0,1,6,1,1,8.0,1.0,1.0,8.0,88.0,3.0
6126,37253.0,8.0,1,0,5,2,0,6,1,2,1.0,88.0,1.0,1.0,1.0,10.0
6127,37254.0,14.0,4,0,3,7,0,2,1,7,88.0,1.0,2.0,88.0,2.0,1.0
6128,37255.0,18.0,4,6,4,11,0,7,1,11,1.0,1.0,1.0,1.0,2.0,4.0
6129,37256.0,53.0,1,3,1,0,4,2,1,4,1.0,7.0,1.0,1.0,1.0,1.0
6130,37257.0,29.0,3,1,2,0,4,10,1,4,6.0,3.0,3.0,6.0,7.0,5.0
6133,37260.0,32.0,3,1,4,0,4,4,1,4,1.0,1.0,2.0,1.0,2.0,6.0
6135,37262.0,15.0,4,5,3,10,0,5,1,10,1.0,1.0,1.0,1.0,1.0,6.0
6138,37265.0,12.0,4,0,3,5,0,1,1,5,1.0,1.0,1.0,1.0,7.0,8.0
6140,37267.0,61.0,3,2,1,0,5,12,1,5,5.0,5.0,2.0,5.0,6.0,3.0
6143,37270.0,85.0,3,6,1,0,1,7,1,1,7.0,1.0,8.0,7.0,1.0,2.0
6145,37272.0,10.0,4,0,6,4,0,8,1,4,1.0,2.0,3.0,1.0,4.0,1.0
6147,37274.0,21.0,1,1,3,0,2,6,1,2,3.0,5.0,2.0,3.0,5.0,2.0
6149,37276.0,40.0,3,6,1,0,3,12,1,3,8.0,4.0,5.0,8.0,7.0,4.0
6150,37277.0,37.0,4,1,4,0,5,8,1,5,1.0,3.0,3.0,1.0,2.0,2.0
6151,37278.0,77.0,3,1,2,0,1,8,1,1,8.0,4.0,1.0,8.0,7.0,8.0
6153,37280.0,14.0,3,5,4,8,0,11,1,8,3.0,2.0,1.0,3.0,8.0,3.0
6154,37281.0,31.0,3,1,3,0,5,11,1,5,1.0,4.0,5.0,1.0,1.0,1.0
6156,37283.0,40.0,1,1,4,0,2,6,1,2,1.0,1.0,1.0,1.0,1.0,1.0
6160,37287.0,14.0,3,5,4,8,0,11,1,8,1.0,1.0,3.0,1.0,7.0,4.0
6162,37289.0,28.0,3,1,2,0,5,9,1,5,2.0,2.0,3.0,2.0,5.0,5.0
6163,37290.0,16.0,4,5,4,8,0,3,1,8,1.0,1.0,1.0,1.0,1.0,1.0
6164,37291.0,2.0,1,0,5,0,0,4,2,0,1.0,1.0,1.0,1.0,7.0,6.0
6165,37292.0,17.0,3,5,3,10,0,6,1,10,1.0,1.0,3.0,1.0,1.0,5.0
6167,37294.0,11.0,3,0,4,5,0,5,1,5,1.0,3.0,2.0,1.0,6.0,1.0
6169,37296.0,46.0,4,5,5,0,2,3,1,2,1.0,1.0,1.0,1.0,3.0,1.0
6173,37300.0,13.0,3,0,7,6,0,6,1,6,2.0,2.0,2.0,2.0,3.0,3.0
6174,37301.0,53.0,3,1,2,0,4,6,1,4,2.0,7.0,2.0,2.0,7.0,2.0
6175,37302.0,22.0,1,5,1,0,3,10,1,3,5.0,4.0,3.0,5.0,2.0,2.0
6176,37303.0,66.0,4,2,1,0,2,3,1,2,1.0,1.0,1.0,1.0,2.0,8.0
6177,37304.0,82.0,3,1,2,0,1,4,1,1,1.0,1.0,6.0,1.0,1.0,1.0
6180,37307.0,29.0,4,5,5,0,5,11,1,5,2.0,2.0,2.0,2.0,5.0,2.0
6181,37308.0,26.0,1,1,7,0,2,6,1,2,1.0,1.0,1.0,1.0,1.0,1.0
6182,37309.0,14.0,3,5,4,8,0,3,1,8,1.0,3.0,3.0,1.0,1.0,6.0
6183,37310.0,8.0,3,0,6,2,0,11,1,2,1.0,1.0,1.0,1.0,1.0,2.0
6184,37311.0,62.0,3,1,2,0,3,8,1,3,8.0,1.0,3.0,8.0,7.0,8.0
6185,37312.0,76.0,3,1,2,0,4,8,1,4,88.0,88.0,88.0,88.0,4.0,1.0
6186,37313.0,36.0,3,1,3,0,3,8,1,3,7.0,5.0,3.0,7.0,88.0,88.0
6187,37314.0,3.0,3,0,4,0,0,2,1,0,1.0,1.0,7.0,1.0,6.0,7.0
6188,37315.0,17.0,1,5,5,11,0,8,1,11,3.0,1.0,1.0,3.0,1.0,1.0
6189,37316.0,32.0,1,6,5,0,3,4,2,3,6.0,3.0,1.0,6.0,2.0,5.0
6192,37319.0,23.0,3,1,3,0,4,6,1,4,1.0,1.0,1.0,1.0,2.0,1.0
6194,37321.0,17.0,4,5,3,10,0,10,1,10,1.0,2.0,2.0,1.0,6.0,9.0
6195,37322.0,2.0,1,0,7,0,0,3,2,0,7.0,4.0,7.0,7.0,1.0,99.0
6197,37324.0,79.0,3,3,2,0,4,8,1,4,3.0,1.0,1.0,3.0,5.0,5.0
6198,37325.0,9.0,1,0,6,3,0,9,1,3,1.0,1.0,1.0,1.0,6.0,3.0
6199,37326.0,41.0,3,3,5,0,5,11,1,5,8.0,1.0,5.0,8.0,1.0,2.0
6200,37327.0,79.0,3,1,2,0,5,11,1,5,8.0,5.0,1.0,8.0,2.0,1.0
6201,37328.0,18.0,1,5,6,12,0,6,2,12,3.0,3.0,1.0,3.0,1.0,1.0
6202,37329.0,69.0,3,6,1,0,2,5,1,2,8.0,1.0,6.0,8.0,1.0,1.0
6203,37330.0,68.0,3,1,2,0,4,6,1,4,8.0,3.0,3.0,8.0,5.0,7.0
6207,37334.0,2.0,4,0,5,0,0,7,1,0,1.0,1.0,3.0,1.0,2.0,1.0
6209,37336.0,34.0,4,1,4,0,3,3,1,3,1.0,1.0,6.0,1.0,1.0,1.0
6210,37337.0,14.0,5,5,5,8,0,8,1,8,5.0,1.0,7.0,5.0,3.0,3.0
6211,37338.0,71.0,3,3,1,0,3,9,1,3,1.0,2.0,1.0,1.0,5.0,3.0
6212,37339.0,40.0,1,1,4,0,2,10,1,2,7.0,7.0,4.0,7.0,2.0,2.0
6213,37340.0,6.0,1,0,5,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,2.0
6214,37341.0,13.0,4,0,2,7,0,13,1,7,1.0,3.0,9.0,1.0,1.0,1.0
6215,37342.0,24.0,3,5,1,0,5,6,1,5,1.0,1.0,1.0,1.0,1.0,2.0
6217,37344.0,4.0,4,0,5,0,0,11,1,0,1.0,2.0,1.0,1.0,1.0,1.0
6218,37345.0,10.0,1,0,5,3,0,3,1,3,1.0,1.0,5.0,1.0,9.0,7.0
6219,37346.0,2.0,5,0,5,0,0,12,1,0,1.0,1.0,1.0,1.0,2.0,2.0
6220,37347.0,15.0,4,5,3,8,0,2,1,8,1.0,1.0,1.0,1.0,5.0,5.0
6223,37350.0,60.0,3,3,2,0,4,5,1,4,9.0,3.0,3.0,9.0,2.0,4.0
6224,37351.0,18.0,3,6,1,13,0,11,1,13,3.0,2.0,7.0,3.0,1.0,2.0
6225,37352.0,51.0,3,1,4,0,3,11,1,3,5.0,5.0,1.0,5.0,1.0,1.0
6227,37354.0,36.0,3,1,4,0,5,11,1,5,2.0,2.0,7.0,2.0,1.0,4.0
6228,37355.0,48.0,5,3,2,0,3,8,1,3,7.0,3.0,3.0,7.0,5.0,4.0
6229,37356.0,23.0,1,5,2,0,4,7,1,4,1.0,5.0,1.0,1.0,5.0,2.0
6230,37357.0,17.0,5,5,5,11,0,11,1,11,5.0,5.0,5.0,5.0,3.0,1.0
6232,37359.0,15.0,1,5,4,9,0,11,1,9,1.0,1.0,1.0,1.0,2.0,1.0
6234,37361.0,66.0,5,1,2,0,5,11,1,5,2.0,1.0,1.0,2.0,2.0,1.0
6236,37363.0,25.0,5,1,3,0,4,9,1,4,2.0,3.0,2.0,2.0,3.0,1.0
6241,37368.0,35.0,3,1,7,0,5,11,1,5,1.0,1.0,4.0,1.0,3.0,2.0
6242,37369.0,70.0,4,1,2,0,4,10,1,4,7.0,1.0,1.0,7.0,5.0,1.0
6244,37371.0,9.0,4,0,7,1,0,7,1,1,1.0,3.0,3.0,1.0,5.0,5.0
6245,37372.0,13.0,1,0,6,7,0,8,1,7,1.0,5.0,5.0,1.0,7.0,7.0
6246,37373.0,77.0,3,1,2,0,3,6,1,3,8.0,4.0,7.0,8.0,1.0,1.0
6247,37374.0,31.0,3,1,4,0,4,11,1,4,1.0,1.0,1.0,1.0,4.0,1.0
6248,37375.0,10.0,4,0,4,4,0,1,1,4,1.0,1.0,5.0,1.0,6.0,6.0
6250,37377.0,43.0,4,1,5,0,5,11,1,5,6.0,5.0,2.0,6.0,1.0,2.0
6251,37378.0,65.0,3,1,3,0,5,11,1,5,1.0,2.0,6.0,1.0,5.0,7.0
6252,37379.0,7.0,5,0,5,1,0,11,1,1,1.0,2.0,2.0,1.0,1.0,1.0
6255,37382.0,58.0,4,2,3,0,4,4,1,4,1.0,1.0,1.0,1.0,99.0,7.0
6256,37383.0,21.0,3,5,6,0,2,2,1,2,1.0,1.0,1.0,1.0,5.0,1.0
6258,37385.0,46.0,1,3,2,0,3,2,1,3,9.0,3.0,3.0,9.0,8.0,1.0
6261,37388.0,73.0,3,1,2,0,5,8,1,5,8.0,4.0,6.0,8.0,6.0,5.0
6262,37389.0,71.0,3,2,7,0,2,5,1,2,8.0,1.0,6.0,8.0,7.0,7.0
6264,37391.0,8.0,1,0,3,1,0,5,1,1,1.0,3.0,2.0,1.0,1.0,4.0
6265,37392.0,2.0,2,0,3,0,0,10,1,0,1.0,1.0,5.0,1.0,1.0,5.0
6266,37393.0,31.0,3,1,2,0,5,11,1,5,1.0,2.0,4.0,1.0,5.0,2.0
6267,37394.0,68.0,3,2,1,0,2,6,1,2,7.0,8.0,4.0,7.0,7.0,1.0
6268,37395.0,22.0,1,4,6,0,2,5,1,2,7.0,1.0,1.0,7.0,7.0,5.0
6269,37396.0,9.0,4,0,5,3,0,11,1,3,1.0,2.0,3.0,1.0,1.0,7.0
6270,37397.0,8.0,3,0,4,2,0,6,1,2,1.0,1.0,1.0,1.0,1.0,5.0
6271,37398.0,12.0,4,0,3,6,0,6,1,6,1.0,1.0,2.0,1.0,5.0,4.0
6272,37399.0,2.0,4,0,5,0,0,11,1,0,1.0,1.0,2.0,1.0,1.0,1.0
6273,37400.0,42.0,3,1,4,0,5,11,1,5,5.0,3.0,2.0,5.0,3.0,3.0
6275,37402.0,62.0,1,4,6,0,1,12,2,1,7.0,1.0,4.0,7.0,1.0,1.0
6278,37405.0,18.0,1,5,2,9,0,4,2,9,2.0,1.0,1.0,2.0,1.0,2.0
6279,37406.0,2.0,4,0,7,0,0,3,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6280,37407.0,55.0,3,77,1,0,5,10,1,5,8.0,2.0,4.0,8.0,5.0,5.0
6282,37409.0,14.0,1,5,5,7,0,4,2,7,1.0,2.0,1.0,1.0,2.0,2.0
6283,37410.0,29.0,3,1,2,0,5,11,1,5,3.0,6.0,2.0,3.0,4.0,3.0
6284,37411.0,15.0,1,5,6,9,0,11,1,9,1.0,1.0,1.0,1.0,6.0,1.0
6285,37412.0,85.0,3,2,1,0,2,13,1,2,2.0,5.0,7.0,2.0,2.0,1.0
6286,37413.0,62.0,1,6,3,0,4,5,1,4,2.0,6.0,5.0,2.0,4.0,3.0
6287,37414.0,12.0,1,0,4,6,0,11,1,6,1.0,1.0,1.0,1.0,1.0,7.0
6289,37416.0,12.0,4,0,5,6,0,6,1,6,3.0,1.0,3.0,3.0,2.0,5.0
6291,37418.0,21.0,3,5,3,0,4,10,1,4,1.0,7.0,1.0,1.0,1.0,1.0
6292,37419.0,65.0,4,1,2,0,3,6,1,3,7.0,5.0,2.0,7.0,3.0,6.0
6293,37420.0,16.0,1,5,7,9,0,9,1,9,1.0,1.0,2.0,1.0,2.0,3.0
6296,37423.0,14.0,5,5,5,7,0,11,1,7,1.0,1.0,1.0,1.0,2.0,1.0
6297,37424.0,40.0,3,1,4,0,4,11,1,4,2.0,1.0,9.0,2.0,5.0,3.0
6298,37425.0,33.0,3,1,5,0,2,11,1,2,7.0,1.0,1.0,7.0,1.0,4.0
6299,37426.0,43.0,5,3,1,0,4,3,1,4,7.0,3.0,1.0,7.0,5.0,3.0
6300,37427.0,9.0,3,0,7,4,0,11,1,4,1.0,2.0,1.0,1.0,7.0,5.0
6301,37428.0,14.0,4,5,5,8,0,3,1,8,1.0,1.0,2.0,1.0,4.0,4.0
6302,37429.0,57.0,5,1,2,0,4,11,1,4,5.0,1.0,2.0,5.0,5.0,1.0
6305,37432.0,71.0,3,1,2,0,3,99,1,3,1.0,1.0,1.0,1.0,7.0,3.0
6307,37434.0,11.0,3,0,3,5,0,11,1,5,1.0,2.0,1.0,1.0,7.0,5.0
6308,37435.0,4.0,3,0,5,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,3.0
6309,37436.0,77.0,3,1,2,0,2,5,1,2,8.0,1.0,1.0,8.0,8.0,2.0
6310,37437.0,18.0,4,5,7,12,0,8,1,12,1.0,1.0,88.0,1.0,7.0,8.0
6312,37439.0,5.0,3,0,7,0,0,6,1,0,1.0,1.0,1.0,1.0,10.0,6.0
6313,37440.0,53.0,3,3,1,0,3,3,1,3,10.0,1.0,1.0,10.0,5.0,5.0
6315,37442.0,55.0,4,5,1,0,5,11,1,5,3.0,88.0,3.0,3.0,2.0,1.0
6317,37444.0,71.0,3,1,2,0,5,12,1,5,6.0,5.0,4.0,6.0,5.0,2.0
6319,37446.0,15.0,4,5,3,9,0,10,1,9,1.0,1.0,2.0,1.0,3.0,1.0
6322,37449.0,17.0,5,5,5,11,0,8,1,11,1.0,1.0,1.0,1.0,3.0,5.0
6323,37450.0,6.0,1,0,4,0,0,5,1,0,1.0,1.0,1.0,1.0,6.0,5.0
6324,37451.0,6.0,3,0,3,0,0,4,1,0,1.0,1.0,4.0,1.0,8.0,5.0
6326,37453.0,45.0,1,6,4,0,1,99,2,1,4.0,2.0,1.0,4.0,88.0,4.0
6328,37455.0,64.0,1,3,2,0,2,4,1,2,1.0,1.0,1.0,1.0,2.0,1.0
6329,37456.0,52.0,4,1,3,0,3,7,1,3,1.0,6.0,1.0,1.0,3.0,2.0
6330,37457.0,72.0,3,2,1,0,5,6,1,5,8.0,2.0,4.0,8.0,2.0,3.0
6331,37458.0,63.0,3,1,3,0,3,11,1,3,8.0,8.0,2.0,8.0,6.0,4.0
6332,37459.0,25.0,1,1,6,0,3,6,2,3,1.0,1.0,1.0,1.0,1.0,2.0
6333,37460.0,79.0,1,3,1,0,3,4,1,3,8.0,1.0,1.0,8.0,2.0,1.0
6335,37462.0,29.0,3,1,4,0,4,11,1,4,1.0,1.0,1.0,1.0,5.0,4.0
6337,37464.0,2.0,3,0,3,0,0,6,1,0,1.0,1.0,8.0,1.0,5.0,1.0
6344,37471.0,30.0,3,1,4,0,3,10,1,3,1.0,4.0,3.0,1.0,4.0,5.0
6345,37472.0,18.0,1,5,4,66,0,4,2,66,1.0,1.0,1.0,1.0,8.0,1.0
6346,37473.0,4.0,1,0,4,0,0,6,2,0,1.0,1.0,1.0,1.0,1.0,7.0
6347,37474.0,11.0,1,0,4,4,0,7,1,4,1.0,1.0,1.0,1.0,1.0,3.0
6348,37475.0,10.0,1,0,7,4,0,11,1,4,1.0,1.0,1.0,1.0,5.0,4.0
6350,37477.0,16.0,5,5,4,10,0,9,1,10,1.0,3.0,3.0,1.0,4.0,1.0
6351,37478.0,66.0,2,6,3,0,5,11,2,5,1.0,1.0,1.0,1.0,2.0,3.0
6352,37479.0,17.0,4,5,6,11,0,3,1,11,1.0,1.0,1.0,1.0,4.0,1.0
6353,37480.0,50.0,4,3,1,0,5,9,1,5,5.0,5.0,4.0,5.0,4.0,4.0
6354,37481.0,7.0,4,0,3,1,0,3,1,1,1.0,1.0,2.0,1.0,2.0,2.0
6355,37482.0,2.0,4,0,4,0,0,5,1,0,1.0,1.0,2.0,1.0,4.0,2.0
6356,37483.0,15.0,4,5,2,8,0,4,1,8,88.0,88.0,88.0,88.0,5.0,88.0
6357,37484.0,53.0,4,1,3,0,3,11,1,3,3.0,2.0,2.0,3.0,5.0,2.0
6358,37485.0,49.0,3,1,3,0,5,11,1,5,8.0,1.0,1.0,8.0,4.0,2.0
6359,37486.0,17.0,5,5,5,11,0,6,1,11,1.0,3.0,2.0,1.0,3.0,2.0
6360,37487.0,19.0,3,5,1,15,0,11,1,15,1.0,1.0,3.0,1.0,4.0,6.0
6361,37488.0,48.0,3,3,1,0,2,2,1,2,9.0,1.0,3.0,9.0,5.0,8.0
6364,37491.0,2.0,3,0,6,0,0,11,1,0,1.0,1.0,1.0,1.0,5.0,2.0
6365,37492.0,75.0,4,1,2,0,1,4,1,1,5.0,1.0,6.0,5.0,1.0,1.0
6367,37494.0,62.0,3,1,3,0,3,9,1,3,5.0,2.0,6.0,5.0,8.0,7.0
6370,37497.0,62.0,3,6,1,0,4,2,1,4,88.0,3.0,3.0,88.0,3.0,4.0
6374,37501.0,16.0,3,5,3,11,0,11,1,11,88.0,88.0,88.0,88.0,8.0,1.0
6376,37503.0,47.0,3,1,3,0,3,3,1,3,7.0,1.0,9.0,7.0,6.0,5.0
6378,37505.0,13.0,1,0,6,7,0,6,2,7,1.0,3.0,1.0,1.0,7.0,1.0
6379,37506.0,12.0,3,0,4,5,0,11,1,5,1.0,1.0,2.0,1.0,1.0,1.0
6383,37510.0,73.0,3,2,1,0,5,8,1,5,9.0,1.0,1.0,9.0,4.0,8.0
6384,37511.0,6.0,4,0,5,0,0,11,1,0,1.0,1.0,3.0,1.0,8.0,8.0
6388,37515.0,67.0,4,2,2,0,4,6,1,4,8.0,1.0,3.0,8.0,4.0,8.0
6389,37516.0,4.0,4,0,4,0,0,5,1,0,1.0,5.0,1.0,1.0,1.0,5.0
6391,37518.0,63.0,3,1,2,0,5,7,1,5,1.0,6.0,1.0,1.0,88.0,2.0
6393,37520.0,66.0,3,1,3,0,5,11,1,5,3.0,7.0,5.0,3.0,4.0,2.0
6396,37523.0,61.0,4,1,3,0,3,3,1,3,7.0,1.0,5.0,7.0,6.0,5.0
6397,37524.0,84.0,3,1,2,0,1,4,1,1,7.0,1.0,6.0,7.0,2.0,88.0
6398,37525.0,25.0,1,1,2,0,4,11,1,4,1.0,3.0,2.0,1.0,1.0,1.0
6399,37526.0,48.0,3,1,4,0,5,11,1,5,8.0,7.0,5.0,8.0,4.0,1.0
6400,37527.0,85.0,3,1,2,0,4,12,1,4,8.0,9.0,1.0,8.0,1.0,5.0
6401,37528.0,41.0,3,1,4,0,4,11,1,4,7.0,2.0,3.0,7.0,2.0,2.0
6402,37529.0,6.0,3,0,4,0,0,11,1,0,1.0,1.0,2.0,1.0,1.0,6.0
6403,37530.0,15.0,4,5,5,9,0,5,1,9,1.0,1.0,1.0,1.0,88.0,5.0
6404,37531.0,41.0,3,6,3,0,4,6,1,4,6.0,1.0,6.0,6.0,2.0,4.0
6406,37533.0,42.0,3,6,1,0,2,6,1,2,9.0,1.0,1.0,9.0,2.0,3.0
6407,37534.0,13.0,1,0,6,7,0,6,2,7,2.0,3.0,2.0,2.0,1.0,1.0
6410,37537.0,13.0,2,0,6,6,0,3,2,6,1.0,1.0,1.0,1.0,6.0,7.0
6411,37538.0,10.0,1,0,5,4,0,11,1,4,1.0,1.0,1.0,1.0,1.0,1.0
6412,37539.0,17.0,3,5,6,11,0,11,1,11,1.0,1.0,7.0,1.0,1.0,1.0
6413,37540.0,70.0,4,2,3,0,2,6,1,2,1.0,6.0,1.0,1.0,3.0,1.0
6414,37541.0,44.0,3,1,2,0,4,13,1,4,8.0,4.0,7.0,8.0,2.0,5.0
6415,37542.0,65.0,3,2,1,0,4,7,1,4,8.0,1.0,3.0,8.0,5.0,2.0
6417,37544.0,56.0,2,1,4,0,2,6,1,2,9.0,1.0,1.0,9.0,1.0,10.0
6418,37545.0,45.0,1,1,5,0,5,11,1,5,7.0,1.0,2.0,7.0,1.0,1.0
6419,37546.0,2.0,2,0,3,0,0,7,1,0,1.0,1.0,2.0,1.0,5.0,1.0
6420,37547.0,13.0,1,0,7,5,0,99,2,5,3.0,4.0,4.0,3.0,3.0,5.0
6424,37551.0,83.0,3,1,2,0,5,11,1,5,1.0,2.0,3.0,1.0,4.0,5.0
6425,37552.0,5.0,3,0,5,0,0,11,1,0,1.0,1.0,2.0,1.0,5.0,3.0
6426,37553.0,7.0,4,0,3,1,0,11,1,1,1.0,1.0,1.0,1.0,1.0,5.0
6429,37556.0,58.0,4,1,2,0,4,4,1,4,7.0,2.0,3.0,7.0,2.0,3.0
6431,37558.0,62.0,3,1,2,0,5,11,1,5,1.0,1.0,1.0,1.0,6.0,3.0
6433,37560.0,61.0,3,1,2,0,3,8,1,3,1.0,1.0,8.0,1.0,5.0,1.0
6435,37562.0,84.0,2,3,3,0,1,4,2,1,6.0,1.0,6.0,6.0,3.0,1.0
6436,37563.0,8.0,3,0,6,1,0,11,1,1,1.0,1.0,1.0,1.0,8.0,7.0
6437,37564.0,13.0,4,0,4,7,0,8,1,7,1.0,1.0,8.0,1.0,1.0,1.0
6438,37565.0,45.0,4,1,3,0,3,8,1,3,1.0,3.0,3.0,1.0,1.0,2.0
6442,37569.0,47.0,2,1,4,0,5,11,1,5,1.0,1.0,1.0,1.0,3.0,4.0
6443,37570.0,53.0,4,3,1,0,3,5,1,3,1.0,1.0,2.0,1.0,6.0,7.0
6446,37573.0,22.0,3,5,1,0,1,4,1,1,8.0,1.0,10.0,8.0,1.0,5.0
6447,37574.0,38.0,1,1,6,0,1,6,2,1,2.0,7.0,1.0,2.0,2.0,2.0
6452,37579.0,5.0,3,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,6.0,6.0
6453,37580.0,70.0,3,2,1,0,3,4,1,3,5.0,2.0,5.0,5.0,2.0,1.0
6456,37583.0,11.0,1,0,5,5,0,8,1,5,1.0,1.0,1.0,1.0,1.0,2.0
6457,37584.0,19.0,1,5,5,13,0,3,1,13,2.0,2.0,3.0,2.0,2.0,1.0
6458,37585.0,6.0,1,0,5,0,0,11,1,0,2.0,1.0,1.0,2.0,1.0,3.0
6460,37587.0,11.0,4,0,5,4,0,6,1,4,1.0,1.0,1.0,1.0,1.0,1.0
6461,37588.0,59.0,3,1,2,0,3,10,1,3,8.0,1.0,8.0,8.0,8.0,5.0
6462,37589.0,4.0,1,0,3,0,0,7,2,0,1.0,1.0,1.0,1.0,1.0,1.0
6466,37593.0,73.0,4,1,2,0,3,5,1,3,7.0,1.0,1.0,7.0,2.0,1.0
6467,37594.0,4.0,1,0,4,0,0,3,1,0,1.0,1.0,1.0,1.0,5.0,1.0
6468,37595.0,8.0,5,0,3,2,0,6,1,2,1.0,1.0,1.0,1.0,6.0,5.0
6469,37596.0,9.0,1,0,5,3,0,5,2,3,1.0,1.0,1.0,1.0,1.0,2.0
6470,37597.0,2.0,4,0,4,0,0,7,1,0,1.0,1.0,1.0,1.0,1.0,1.0
6471,37598.0,19.0,2,5,4,12,0,4,1,12,5.0,3.0,1.0,5.0,3.0,3.0
6472,37599.0,48.0,4,1,3,0,5,9,1,5,1.0,6.0,2.0,1.0,7.0,3.0
6473,37600.0,47.0,4,1,5,0,5,11,1,5,5.0,2.0,2.0,5.0,2.0,5.0
6474,37601.0,48.0,1,1,5,0,5,11,1,5,8.0,1.0,1.0,8.0,2.0,5.0
6475,37602.0,15.0,1,5,5,9,0,4,2,9,1.0,1.0,1.0,1.0,8.0,5.0
6477,37604.0,73.0,3,1,2,0,1,4,1,1,8.0,1.0,7.0,8.0,2.0,1.0
6478,37605.0,11.0,4,0,5,5,0,11,1,5,1.0,2.0,1.0,1.0,2.0,2.0
6481,37608.0,41.0,5,1,4,0,5,11,1,5,4.0,1.0,1.0,4.0,1.0,1.0
6482,37609.0,21.0,3,5,5,0,3,11,1,3,8.0,8.0,1.0,8.0,1.0,1.0
6484,37611.0,27.0,1,4,6,0,4,9,1,4,1.0,4.0,1.0,1.0,7.0,4.0
6487,37614.0,15.0,1,5,4,8,0,6,2,8,3.0,1.0,1.0,3.0,2.0,5.0
6490,37617.0,60.0,4,3,2,0,4,6,1,4,7.0,1.0,1.0,7.0,1.0,1.0
6492,37619.0,9.0,3,0,4,3,0,8,1,3,1.0,1.0,1.0,1.0,2.0,6.0
6493,37620.0,12.0,4,0,3,5,0,2,1,5,1.0,1.0,1.0,1.0,5.0,1.0
6494,37621.0,2.0,3,0,3,0,0,6,1,0,1.0,2.0,3.0,1.0,6.0,2.0
6496,37623.0,36.0,4,5,7,0,2,3,1,2,1.0,2.0,5.0,1.0,1.0,1.0
6501,37628.0,53.0,3,1,3,0,3,6,1,3,7.0,1.0,3.0,7.0,1.0,5.0
6502,37629.0,80.0,3,3,2,0,1,5,1,1,7.0,1.0,1.0,7.0,2.0,8.0
6504,37631.0,38.0,3,1,3,0,5,11,1,5,1.0,1.0,1.0,1.0,2.0,4.0
6505,37632.0,18.0,1,5,2,15,0,4,1,15,4.0,4.0,3.0,4.0,5.0,4.0
6506,37633.0,9.0,1,0,5,3,0,9,1,3,1.0,2.0,1.0,1.0,2.0,2.0
6508,37635.0,13.0,1,0,6,6,0,9,2,6,2.0,3.0,3.0,2.0,6.0,3.0
6509,37636.0,2.0,4,0,4,0,0,11,1,0,1.0,1.0,1.0,1.0,1.0,6.0
6511,37638.0,17.0,4,5,4,11,0,7,1,11,1.0,1.0,88.0,1.0,4.0,7.0
6512,37639.0,26.0,2,1,4,0,3,7,1,3,7.0,1.0,4.0,7.0,7.0,1.0
6516,37643.0,17.0,3,5,4,10,0,9,1,10,4.0,1.0,1.0,4.0,2.0,5.0
6518,37645.0,31.0,4,6,5,0,3,8,1,3,1.0,1.0,3.0,1.0,2.0,1.0
